s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
150,0,0,0,150,0,0,0,parque_el_prado
49,51,50,0,47,3,98,2,parque_el_prado
135,7,7,1,135,4,10,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
132,14,4,0,132,3,15,0,parque_el_prado
114,17,17,2,110,3,31,6,parque_el_prado
140,5,5,0,140,1,9,0,parque_el_prado
136,5,9,0,135,1,13,1,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
141,5,4,0,141,0,9,0,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
138,7,5,0,137,3,9,1,parque_el_prado
103,27,20,0,99,6,41,4,parque_el_prado
115,28,5,2,107,12,21,10,parque_el_prado
148,0,0,2,147,0,0,3,parque_el_prado
115,17,17,1,108,1,33,8,parque_el_prado
141,4,5,0,141,1,8,0,parque_el_prado
128,11,11,0,128,1,21,0,parque_el_prado
141,3,6,0,141,2,7,0,parque_el_prado
131,18,1,0,128,9,10,3,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
142,4,4,0,142,2,6,0,parque_el_prado
142,4,4,0,141,2,6,1,parque_el_prado
134,13,3,0,131,2,14,3,parque_el_prado
134,14,1,1,133,0,15,2,parque_el_prado
115,15,20,0,109,3,32,6,parque_el_prado
134,13,3,0,133,3,13,1,parque_el_prado
133,13,4,0,129,1,16,4,parque_el_prado
91,23,36,0,90,8,51,1,parque_el_prado
140,3,7,0,138,0,10,2,parque_el_prado
138,3,9,0,135,1,11,3,parque_el_prado
134,4,12,0,134,0,16,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
138,7,5,0,136,2,10,2,parque_el_prado
141,3,6,0,141,1,8,0,parque_el_prado
133,9,8,0,131,2,15,2,parque_el_prado
140,3,7,0,140,1,9,0,parque_el_prado
137,11,2,0,136,1,12,1,parque_el_prado
90,39,21,0,88,5,55,2,parque_el_prado
142,4,4,0,142,2,6,0,parque_el_prado
135,8,7,0,133,0,15,2,parque_el_prado
15,68,67,0,9,16,119,6,parque_el_prado
60,39,51,0,55,13,77,5,parque_el_prado
137,7,6,0,136,3,10,1,parque_el_prado
137,7,5,1,137,1,11,1,parque_el_prado
125,20,5,0,123,11,14,2,parque_el_prado
115,25,10,0,113,6,29,2,parque_el_prado
134,9,6,1,131,2,13,4,parque_el_prado
139,6,5,0,135,1,10,4,parque_el_prado
135,10,5,0,135,3,12,0,parque_el_prado
140,3,7,0,137,1,9,3,parque_el_prado
98,15,37,0,98,0,52,0,parque_el_prado
138,3,9,0,138,0,12,0,parque_el_prado
150,0,0,0,150,0,0,0,parque_el_prado
126,14,9,1,126,2,21,1,parque_el_prado
137,7,6,0,136,2,11,1,parque_el_prado
136,14,0,0,136,5,9,0,parque_el_prado
149,0,0,1,148,0,0,2,parque_el_prado
132,11,7,0,132,2,16,0,parque_el_prado
139,3,8,0,139,1,10,0,parque_el_prado
135,13,2,0,133,4,11,2,parque_el_prado
139,5,6,0,139,1,10,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
143,2,5,0,142,0,7,1,mercado_rodriguez
76,42,29,3,67,11,60,12,mercado_rodriguez
110,10,30,0,109,2,38,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
76,20,53,1,69,3,70,8,mercado_rodriguez
141,3,6,0,140,0,9,1,mercado_rodriguez
141,4,5,0,140,0,9,1,mercado_rodriguez
139,6,5,0,139,1,10,0,mercado_rodriguez
131,15,4,0,125,2,17,6,mercado_rodriguez
139,6,5,0,139,1,10,0,mercado_rodriguez
135,4,10,1,134,1,13,2,mercado_rodriguez
130,19,0,1,127,4,15,4,mercado_rodriguez
140,4,6,0,139,1,9,1,mercado_rodriguez
139,3,7,1,138,0,10,2,mercado_rodriguez
104,11,35,0,104,5,41,0,mercado_rodriguez
139,4,7,0,139,3,8,0,mercado_rodriguez
140,5,5,0,140,0,10,0,mercado_rodriguez
133,17,0,0,132,4,13,1,mercado_rodriguez
140,6,4,0,140,2,8,0,mercado_rodriguez
138,5,7,0,138,0,12,0,mercado_rodriguez
141,1,8,0,139,0,9,2,mercado_rodriguez
75,23,52,0,69,4,71,6,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
118,19,12,1,115,4,27,4,mercado_rodriguez
138,7,5,0,137,2,10,1,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
139,3,8,0,137,1,10,2,mercado_rodriguez
139,3,8,0,139,0,11,0,mercado_rodriguez
138,5,7,0,138,2,10,0,mercado_rodriguez
115,8,27,0,115,3,32,0,mercado_rodriguez
129,16,5,0,129,5,16,0,mercado_rodriguez
127,13,10,0,121,4,19,6,mercado_rodriguez
100,42,7,1,94,18,31,7,mercado_rodriguez
139,3,8,0,138,1,10,1,mercado_rodriguez
135,11,4,0,135,0,15,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
134,10,5,1,134,1,14,1,mercado_rodriguez
139,11,0,0,138,1,10,1,mercado_rodriguez
126,15,9,0,121,3,21,5,mercado_rodriguez
141,2,7,0,140,1,8,1,mercado_rodriguez
113,14,23,0,113,3,34,0,mercado_rodriguez
111,10,28,1,110,4,34,2,mercado_rodriguez
132,12,6,0,132,8,10,0,mercado_rodriguez
113,19,17,1,109,1,35,5,mercado_rodriguez
142,3,5,0,142,2,6,0,mercado_rodriguez
129,18,3,0,127,5,16,2,mercado_rodriguez
134,13,3,0,134,6,10,0,mercado_rodriguez
140,3,7,0,139,1,9,1,mercado_rodriguez
35,20,94,1,32,7,107,4,mercado_rodriguez
149,0,0,1,149,0,0,1,mercado_rodriguez
93,14,42,1,91,3,53,3,mercado_rodriguez
135,11,4,0,134,1,14,1,mercado_rodriguez
49,61,40,0,48,24,77,1,mercado_rodriguez
137,10,2,1,136,2,10,2,mercado_rodriguez
136,10,4,0,136,1,13,0,mercado_rodriguez
74,15,61,0,73,2,74,1,mercado_rodriguez
131,7,12,0,129,1,18,2,mercado_rodriguez
123,16,11,0,120,10,17,3,mercado_rodriguez
142,2,6,0,141,0,8,1,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
139,3,8,0,135,2,9,4,mercado_rodriguez
85,36,29,0,79,8,57,6,mercado_rodriguez
134,10,6,0,133,4,12,1,mercado_rodriguez
140,4,6,0,140,1,9,0,mercado_rodriguez
141,4,5,0,140,2,7,1,mercado_rodriguez
141,3,6,0,139,1,8,2,mercado_rodriguez
138,10,2,0,134,0,12,4,mercado_rodriguez
110,13,27,0,110,2,38,0,mercado_rodriguez
137,5,7,1,135,1,11,3,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
94,30,25,1,89,17,38,6,mercado_rodriguez
139,4,7,0,139,4,7,0,mercado_rodriguez
135,12,3,0,132,5,10,3,mercado_rodriguez
23,50,76,1,19,23,103,5,mercado_rodriguez
89,32,29,0,85,15,46,4,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
149,0,0,1,149,0,0,1,mercado_rodriguez
135,12,3,0,133,2,13,2,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
137,10,3,0,135,3,10,2,mercado_rodriguez
135,15,0,0,135,3,12,0,mercado_rodriguez
142,3,5,0,142,1,7,0,mercado_rodriguez
140,3,7,0,139,0,10,1,mercado_rodriguez
137,8,5,0,134,1,12,3,mercado_rodriguez
139,1,10,0,137,0,11,2,mercado_rodriguez
136,11,3,0,134,5,9,2,mercado_rodriguez
136,8,6,0,135,1,13,1,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
139,3,8,0,138,0,11,1,mercado_rodriguez
92,28,30,0,91,11,47,1,mercado_rodriguez
143,3,4,0,143,1,6,0,mercado_rodriguez
140,6,4,0,140,0,10,0,mercado_rodriguez
134,13,3,0,132,3,13,2,mercado_rodriguez
65,23,62,0,59,9,76,6,mercado_rodriguez
100,14,36,0,100,4,46,0,mercado_rodriguez
137,4,9,0,136,1,12,1,mercado_rodriguez
124,14,11,1,122,2,23,3,mercado_rodriguez
137,7,6,0,135,5,8,2,mercado_rodriguez
112,19,18,1,109,12,25,4,mercado_rodriguez
137,7,6,0,134,0,13,3,mercado_rodriguez
140,4,6,0,140,1,9,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
142,2,6,0,142,0,8,0,mercado_rodriguez
67,19,64,0,65,4,79,2,mercado_rodriguez
132,8,10,0,132,2,16,0,mercado_rodriguez
133,5,11,1,132,1,15,2,mercado_rodriguez
138,10,2,0,138,0,12,0,mercado_rodriguez
141,2,7,0,141,0,9,0,mercado_rodriguez
134,11,5,0,133,4,12,1,mercado_rodriguez
114,13,23,0,113,2,34,1,mercado_rodriguez
137,7,6,0,135,4,9,2,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
136,12,2,0,136,2,12,0,mercado_rodriguez
92,23,35,0,92,9,49,0,mercado_rodriguez
19,86,45,0,14,16,115,5,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
27,60,63,0,26,31,92,1,mercado_rodriguez
111,17,22,0,109,1,38,2,mercado_rodriguez
137,4,9,0,136,0,13,1,mercado_rodriguez
139,8,3,0,139,3,8,0,mercado_rodriguez
139,5,6,0,138,0,11,1,mercado_rodriguez
107,9,33,1,105,4,38,3,mercado_rodriguez
139,4,7,0,138,0,11,1,mercado_rodriguez
127,19,3,1,123,3,19,5,mercado_rodriguez
135,12,3,0,135,4,11,0,mercado_rodriguez
135,14,1,0,128,0,15,7,mercado_rodriguez
140,2,8,0,140,1,9,0,mercado_rodriguez
127,17,6,0,122,2,21,5,mercado_rodriguez
134,13,3,0,134,1,15,0,mercado_rodriguez
140,4,6,0,140,0,10,0,mercado_rodriguez
137,5,8,0,137,4,9,0,mercado_rodriguez
140,5,5,0,140,1,9,0,mercado_rodriguez
138,11,1,0,138,2,10,0,mercado_rodriguez
89,19,42,0,86,11,50,3,mercado_rodriguez
38,52,59,1,37,23,88,2,mercado_rodriguez
139,9,2,0,137,1,10,2,mercado_rodriguez
139,5,6,0,139,3,8,0,mercado_rodriguez
140,5,5,0,140,2,8,0,mercado_rodriguez
135,10,5,0,135,3,12,0,mercado_rodriguez
133,5,11,1,131,1,15,3,mercado_rodriguez
82,48,18,2,80,26,40,4,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
141,3,6,0,140,0,9,1,mercado_rodriguez
137,9,4,0,136,1,12,1,mercado_rodriguez
141,4,5,0,141,2,7,0,mercado_rodriguez
128,17,5,0,127,3,19,1,mercado_rodriguez
59,22,69,0,58,9,82,1,mercado_rodriguez
135,7,8,0,135,4,11,0,mercado_rodriguez
135,15,0,0,135,5,10,0,mercado_rodriguez
110,27,13,0,108,7,33,2,mercado_rodriguez
138,8,4,0,138,2,10,0,mercado_rodriguez
135,3,12,0,133,0,15,2,mercado_rodriguez
133,9,8,0,129,0,17,4,mercado_rodriguez
140,4,6,0,140,2,8,0,mercado_rodriguez
131,9,9,1,128,2,16,4,mercado_rodriguez
133,13,4,0,132,2,15,1,mercado_rodriguez
134,13,3,0,134,5,11,0,mercado_rodriguez
68,11,70,1,67,2,79,2,mercado_rodriguez
141,4,5,0,141,3,6,0,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
142,3,5,0,142,2,6,0,mercado_rodriguez
134,12,4,0,132,5,11,2,mercado_rodriguez
113,31,6,0,113,8,29,0,mercado_rodriguez
138,4,8,0,136,0,12,2,mercado_rodriguez
120,12,18,0,120,3,27,0,mercado_rodriguez
134,9,7,0,134,2,14,0,mercado_rodriguez
142,5,3,0,142,2,6,0,mercado_rodriguez
132,15,3,0,127,2,16,5,mercado_rodriguez
138,4,8,0,138,0,12,0,mercado_rodriguez
77,32,41,0,73,5,68,4,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
134,12,4,0,134,2,14,0,mercado_rodriguez
141,4,5,0,139,2,7,2,mercado_rodriguez
129,19,2,0,123,6,15,6,mercado_rodriguez
135,3,11,1,132,1,13,4,mercado_rodriguez
137,4,9,0,137,2,11,0,mercado_rodriguez
136,6,7,1,134,1,12,3,mercado_rodriguez
136,13,1,0,136,3,11,0,mercado_rodriguez
139,4,7,0,139,2,9,0,mercado_rodriguez
137,5,8,0,136,2,11,1,mercado_rodriguez
150,0,0,0,143,0,0,7,mercado_rodriguez
139,11,0,0,138,2,9,1,mercado_rodriguez
139,6,5,0,138,1,10,1,mercado_rodriguez
141,3,6,0,141,2,7,0,mercado_rodriguez
132,12,6,0,129,1,17,3,mercado_rodriguez
123,18,9,0,121,7,20,2,mercado_rodriguez
134,13,3,0,133,3,13,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
139,9,2,0,138,2,9,1,mercado_rodriguez
140,10,0,0,138,2,8,2,mercado_rodriguez
127,10,12,1,125,5,17,3,mercado_rodriguez
104,9,37,0,102,2,44,2,mercado_rodriguez
137,7,6,0,134,1,12,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
80,23,45,2,70,5,63,12,mercado_rodriguez
127,14,8,1,117,5,17,11,mercado_rodriguez
130,16,4,0,129,2,18,1,mercado_rodriguez
134,13,3,0,134,6,10,0,mercado_rodriguez
141,7,2,0,141,3,6,0,mercado_rodriguez
117,9,24,0,115,2,31,2,mercado_rodriguez
128,21,1,0,127,3,19,1,mercado_rodriguez
138,6,6,0,137,1,11,1,mercado_rodriguez
135,12,3,0,135,2,13,0,mercado_rodriguez
89,9,51,1,86,2,58,4,mercado_rodriguez
134,16,0,0,133,9,7,1,mercado_rodriguez
136,13,1,0,136,6,8,0,mercado_rodriguez
113,13,24,0,113,8,29,0,mercado_rodriguez
116,23,9,2,114,5,27,4,mercado_rodriguez
138,8,4,0,137,2,10,1,mercado_rodriguez
12,45,92,1,10,14,123,3,mercado_rodriguez
137,6,7,0,137,1,12,0,mercado_rodriguez
135,2,13,0,130,1,14,5,mercado_rodriguez
139,1,10,0,138,0,11,1,mercado_rodriguez
138,5,7,0,137,2,10,1,mercado_rodriguez
104,7,39,0,103,2,44,1,mercado_rodriguez
132,15,2,1,132,4,13,1,mercado_rodriguez
143,2,5,0,143,0,7,0,mercado_rodriguez
134,5,11,0,132,1,15,2,mercado_rodriguez
135,13,2,0,135,7,8,0,mercado_rodriguez
141,5,4,0,141,1,8,0,mercado_rodriguez
112,22,15,1,110,2,35,3,mercado_rodriguez
125,18,6,1,120,4,20,6,mercado_rodriguez
139,2,9,0,138,0,11,1,mercado_rodriguez
138,5,7,0,138,1,11,0,mercado_rodriguez
93,19,38,0,93,3,54,0,mercado_rodriguez
130,13,6,1,125,4,15,6,mercado_rodriguez
139,3,8,0,136,0,11,3,mercado_rodriguez
111,6,33,0,108,3,36,3,mercado_rodriguez
136,4,10,0,135,3,11,1,mercado_rodriguez
140,3,7,0,140,2,8,0,mercado_rodriguez
132,14,4,0,129,1,17,3,mercado_rodriguez
142,4,4,0,142,1,7,0,mercado_rodriguez
138,6,6,0,137,0,12,1,mercado_rodriguez
138,9,3,0,135,1,11,3,mercado_rodriguez
133,11,6,0,133,6,11,0,mercado_rodriguez
133,10,6,1,131,2,14,3,mercado_rodriguez
103,19,27,1,103,6,40,1,mercado_rodriguez
101,16,33,0,97,1,48,4,mercado_rodriguez
135,12,2,1,134,7,7,2,mercado_rodriguez
134,10,5,1,131,4,11,4,mercado_rodriguez
142,1,7,0,141,0,8,1,mercado_rodriguez
135,5,10,0,135,3,12,0,mercado_rodriguez
120,19,8,3,111,6,21,12,mercado_rodriguez
130,8,12,0,128,3,17,2,mercado_rodriguez
140,3,7,0,140,0,10,0,mercado_rodriguez
138,4,8,0,138,1,11,0,mercado_rodriguez
132,16,2,0,129,2,16,3,mercado_rodriguez
140,8,2,0,139,1,9,1,mercado_rodriguez
140,2,8,0,140,0,10,0,mercado_rodriguez
141,6,3,0,140,2,7,1,mercado_rodriguez
103,21,26,0,103,7,40,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
137,4,9,0,137,1,12,0,mercado_rodriguez
126,16,8,0,123,4,20,3,mercado_rodriguez
137,10,3,0,135,0,13,2,mercado_rodriguez
98,13,39,0,97,5,47,1,mercado_rodriguez
139,4,7,0,137,1,10,2,mercado_rodriguez
139,10,1,0,139,2,9,0,mercado_rodriguez
140,5,5,0,138,0,10,2,mercado_rodriguez
140,4,6,0,140,0,10,0,mercado_rodriguez
134,10,5,1,130,1,14,5,mercado_rodriguez
135,9,5,1,134,1,13,2,mercado_rodriguez
136,6,8,0,133,2,12,3,mercado_rodriguez
142,3,5,0,142,1,7,0,mercado_rodriguez
134,11,5,0,134,7,9,0,mercado_rodriguez
141,2,7,0,141,2,7,0,mercado_rodriguez
138,9,3,0,137,3,9,1,mercado_rodriguez
73,17,59,1,72,0,76,2,mercado_rodriguez
143,2,5,0,143,1,6,0,mercado_rodriguez
140,5,5,0,139,1,9,1,mercado_rodriguez
141,4,4,1,140,1,7,2,mercado_rodriguez
139,9,2,0,139,4,7,0,mercado_rodriguez
141,2,7,0,140,0,9,1,mercado_rodriguez
134,5,10,1,126,0,15,9,mercado_rodriguez
140,3,7,0,140,0,10,0,mercado_rodriguez
135,14,1,0,131,4,11,4,mercado_rodriguez
150,0,0,0,148,0,0,2,mercado_rodriguez
137,7,6,0,134,1,12,3,mercado_rodriguez
142,3,5,0,142,1,7,0,mercado_rodriguez
140,3,7,0,140,1,9,0,mercado_rodriguez
131,15,4,0,126,4,15,5,mercado_rodriguez
90,27,33,0,86,7,53,4,mercado_rodriguez
120,22,8,0,120,6,24,0,mercado_rodriguez
138,6,6,0,137,5,7,1,mercado_rodriguez
135,3,12,0,131,1,14,4,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
121,20,8,1,119,4,24,3,mercado_rodriguez
139,9,2,0,138,0,11,1,mercado_rodriguez
133,9,8,0,133,2,15,0,mercado_rodriguez
137,7,6,0,136,2,11,1,mercado_rodriguez
135,10,5,0,134,5,10,1,mercado_rodriguez
133,13,4,0,126,3,14,7,mercado_rodriguez
114,24,11,1,108,4,31,7,mercado_rodriguez
134,10,6,0,133,1,15,1,mercado_rodriguez
137,6,7,0,137,3,10,0,mercado_rodriguez
126,11,13,0,124,3,21,2,mercado_rodriguez
140,2,8,0,137,0,10,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
136,8,6,0,136,2,12,0,mercado_rodriguez
140,4,6,0,139,0,10,1,mercado_rodriguez
134,8,8,0,133,3,13,1,mercado_rodriguez
99,10,41,0,99,3,48,0,mercado_rodriguez
136,14,0,0,136,4,10,0,mercado_rodriguez
125,13,11,1,122,5,19,4,mercado_rodriguez
132,9,9,0,130,3,15,2,mercado_rodriguez
133,8,9,0,133,6,11,0,mercado_rodriguez
31,50,66,3,27,21,95,7,mercado_rodriguez
99,26,24,1,99,10,40,1,mercado_rodriguez
140,2,7,1,139,0,9,2,mercado_rodriguez
100,20,30,0,100,3,47,0,mercado_rodriguez
141,2,7,0,141,0,9,0,mercado_rodriguez
137,10,3,0,137,5,8,0,mercado_rodriguez
137,10,3,0,134,0,13,3,mercado_rodriguez
132,16,2,0,128,0,18,4,mercado_rodriguez
132,12,6,0,130,1,17,2,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
50,60,40,0,42,17,83,8,mercado_rodriguez
128,10,11,1,127,3,18,2,mercado_rodriguez
142,5,3,0,142,0,8,0,mercado_rodriguez
117,10,23,0,117,1,32,0,mercado_rodriguez
89,16,45,0,89,9,52,0,mercado_rodriguez
142,2,6,0,142,0,8,0,mercado_rodriguez
139,3,8,0,139,1,10,0,mercado_rodriguez
137,6,7,0,137,4,9,0,mercado_rodriguez
114,23,13,0,114,15,21,0,mercado_rodriguez
66,62,21,1,56,17,66,11,mercado_rodriguez
41,50,59,0,39,10,99,2,mercado_rodriguez
132,13,5,0,131,4,14,1,mercado_rodriguez
66,13,71,0,64,3,81,2,mercado_rodriguez
112,12,26,0,110,1,37,2,mercado_rodriguez
138,11,1,0,137,7,5,1,mercado_rodriguez
140,8,2,0,139,1,9,1,mercado_rodriguez
117,24,9,0,115,9,24,2,mercado_rodriguez
102,24,24,0,95,15,33,7,mercado_rodriguez
133,10,7,0,133,2,15,0,mercado_rodriguez
135,10,5,0,135,5,10,0,mercado_rodriguez
131,16,3,0,130,2,17,1,mercado_rodriguez
143,3,4,0,141,1,6,2,mercado_rodriguez
141,4,5,0,141,2,7,0,mercado_rodriguez
112,22,16,0,112,10,28,0,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
112,18,19,1,110,8,29,3,mercado_rodriguez
137,6,7,0,133,1,12,4,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
113,32,4,1,107,8,28,7,mercado_rodriguez
137,7,6,0,134,2,11,3,mercado_rodriguez
136,9,4,1,135,3,10,2,mercado_rodriguez
129,13,7,1,128,3,17,2,mercado_rodriguez
120,19,10,1,118,10,19,3,mercado_rodriguez
101,22,26,1,100,6,42,2,mercado_rodriguez
137,8,5,0,137,5,8,0,mercado_rodriguez
140,3,7,0,139,0,10,1,mercado_rodriguez
141,3,6,0,140,1,8,1,mercado_rodriguez
139,9,2,0,132,0,11,7,mercado_rodriguez
135,7,8,0,135,1,14,0,mercado_rodriguez
142,3,5,0,141,0,8,1,mercado_rodriguez
136,4,10,0,134,0,14,2,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
140,2,8,0,139,0,10,1,mercado_rodriguez
96,7,47,0,93,2,52,3,mercado_rodriguez
130,13,7,0,129,2,18,1,mercado_rodriguez
139,4,7,0,138,0,11,1,mercado_rodriguez
143,2,5,0,142,0,7,1,mercado_rodriguez
137,8,5,0,135,0,13,2,mercado_rodriguez
91,26,33,0,90,9,50,1,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
88,16,46,0,88,9,53,0,mercado_rodriguez
134,9,7,0,133,4,12,1,mercado_rodriguez
141,3,6,0,141,0,9,0,mercado_rodriguez
113,16,21,0,111,4,33,2,mercado_rodriguez
100,14,36,0,98,2,48,2,mercado_rodriguez
138,6,6,0,138,0,12,0,mercado_rodriguez
131,13,6,0,130,7,12,1,mercado_rodriguez
121,20,7,2,113,8,19,10,mercado_rodriguez
91,6,53,0,90,5,54,1,mercado_rodriguez
141,4,5,0,140,0,9,1,mercado_rodriguez
138,5,7,0,138,0,12,0,mercado_rodriguez
124,12,14,0,123,3,23,1,mercado_rodriguez
126,19,5,0,125,2,22,1,mercado_rodriguez
130,20,0,0,129,14,6,1,mercado_rodriguez
113,18,13,6,97,4,27,22,mercado_rodriguez
113,36,0,1,103,13,23,11,mercado_rodriguez
38,44,68,0,37,14,98,1,mercado_rodriguez
131,9,9,1,131,4,14,1,mercado_rodriguez
56,13,81,0,53,3,91,3,mercado_rodriguez
141,9,0,0,130,7,2,11,mercado_rodriguez
132,6,12,0,132,2,16,0,mercado_rodriguez
133,12,5,0,132,3,14,1,mercado_rodriguez
133,8,9,0,132,5,12,1,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
36,33,80,1,35,6,107,2,mercado_rodriguez
139,7,4,0,137,1,10,2,mercado_rodriguez
78,34,38,0,74,9,63,4,mercado_rodriguez
141,5,4,0,141,2,7,0,mercado_rodriguez
133,15,1,1,133,4,12,1,mercado_rodriguez
130,7,13,0,128,2,18,2,mercado_rodriguez
136,9,4,1,135,1,12,2,mercado_rodriguez
141,3,6,0,140,0,9,1,mercado_rodriguez
20,53,76,1,15,18,111,6,mercado_rodriguez
141,4,5,0,141,0,9,0,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
136,13,0,1,132,5,8,5,mercado_rodriguez
137,4,9,0,137,1,12,0,mercado_rodriguez
138,5,7,0,137,0,12,1,mercado_rodriguez
136,8,5,1,136,3,10,1,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
135,14,1,0,132,4,11,3,mercado_rodriguez
130,19,1,0,129,10,10,1,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
141,4,5,0,141,1,8,0,mercado_rodriguez
98,18,34,0,97,9,43,1,mercado_rodriguez
137,11,2,0,134,3,10,3,mercado_rodriguez
108,16,26,0,104,8,34,4,mercado_rodriguez
140,4,6,0,139,1,9,1,mercado_rodriguez
116,28,6,0,116,12,22,0,mercado_rodriguez
110,19,21,0,107,5,35,3,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
128,16,4,2,128,5,15,2,mercado_rodriguez
135,8,6,1,134,2,12,2,mercado_rodriguez
124,19,7,0,122,7,19,2,mercado_rodriguez
138,3,9,0,136,0,12,2,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
139,5,6,0,138,0,11,1,mercado_rodriguez
147,0,0,3,141,0,0,9,mercado_rodriguez
143,2,5,0,142,0,7,1,mercado_rodriguez
139,5,6,0,139,1,10,0,mercado_rodriguez
142,4,4,0,142,2,6,0,mercado_rodriguez
117,22,11,0,117,14,19,0,mercado_rodriguez
139,4,7,0,139,2,9,0,mercado_rodriguez
134,8,8,0,134,2,14,0,mercado_rodriguez
142,2,6,0,142,0,8,0,mercado_rodriguez
123,9,18,0,120,2,25,3,mercado_rodriguez
68,18,63,1,64,4,77,5,mercado_rodriguez
138,6,6,0,132,2,10,6,mercado_rodriguez
131,10,8,1,131,0,18,1,mercado_rodriguez
142,3,5,0,140,1,7,2,mercado_rodriguez
150,0,0,0,150,0,0,0,mercado_rodriguez
135,10,5,0,132,0,15,3,mercado_rodriguez
150,0,0,0,149,0,0,1,mercado_rodriguez
134,9,7,0,134,6,10,0,mercado_rodriguez
81,31,37,1,78,10,58,4,mercado_rodriguez
139,8,3,0,139,1,10,0,mercado_rodriguez
116,26,8,0,115,4,30,1,mercado_rodriguez
132,12,6,0,129,1,17,3,mercado_rodriguez
141,4,5,0,141,3,6,0,mercado_rodriguez
35,17,98,0,32,5,110,3,mercado_rodriguez
135,7,7,1,134,1,13,2,mercado_rodriguez
61,30,59,0,54,6,83,7,mercado_rodriguez
137,13,0,0,134,2,11,3,mercado_rodriguez
136,9,5,0,134,3,11,2,mercado_rodriguez
71,64,13,2,61,20,57,12,mercado_rodriguez
139,4,7,0,139,1,10,0,mercado_rodriguez
133,13,3,1,131,4,12,3,mercado_rodriguez
140,3,6,1,140,1,8,1,mercado_rodriguez
94,14,40,2,92,5,49,4,mercado_rodriguez
138,11,1,0,136,3,9,2,mercado_rodriguez
137,10,3,0,137,3,10,0,mercado_rodriguez
131,14,5,0,129,5,14,2,mercado_rodriguez
98,15,37,0,97,4,48,1,mercado_rodriguez
133,14,3,0,133,3,14,0,mercado_rodriguez
141,4,5,0,141,0,9,0,mercado_rodriguez
134,11,5,0,133,5,11,1,mercado_rodriguez
149,0,0,1,149,0,0,1,mercado_rodriguez
45,27,78,0,41,7,98,4,mercado_rodriguez
97,14,39,0,94,6,47,3,mercado_rodriguez
140,6,4,0,139,0,10,1,mercado_rodriguez
142,3,5,0,142,0,8,0,mercado_rodriguez
71,35,43,1,68,7,71,4,mercado_rodriguez
133,16,1,0,132,6,11,1,mercado_rodriguez
73,14,63,0,73,4,73,0,mercado_rodriguez
127,7,15,1,126,1,21,2,mercado_rodriguez
140,3,6,1,140,0,9,1,mercado_rodriguez
141,2,7,0,141,0,9,0,mercado_rodriguez
130,10,8,2,122,3,15,10,mercado_rodriguez
