s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
112,28,10,0,110,2,36,2,villa_fatima_laderas
2,39,109,0,1,2,146,1,villa_fatima_laderas
135,11,4,0,134,1,14,1,villa_fatima_laderas
138,4,8,0,138,1,11,0,villa_fatima_laderas
134,11,5,0,130,0,16,4,villa_fatima_laderas
136,5,9,0,136,0,14,0,villa_fatima_laderas
134,6,10,0,134,0,16,0,villa_fatima_laderas
131,6,13,0,130,0,19,1,villa_fatima_laderas
136,5,9,0,135,0,14,1,villa_fatima_laderas
133,6,11,0,130,0,17,3,villa_fatima_laderas
137,12,1,0,137,1,12,0,villa_fatima_laderas
92,10,48,0,92,2,56,0,villa_fatima_laderas
84,19,47,0,83,0,66,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
77,10,63,0,74,0,73,3,villa_fatima_laderas
133,5,12,0,132,0,17,1,villa_fatima_laderas
135,12,3,0,135,1,14,0,villa_fatima_laderas
135,4,11,0,135,0,15,0,villa_fatima_laderas
133,5,12,0,132,1,16,1,villa_fatima_laderas
132,11,7,0,130,0,18,2,villa_fatima_laderas
70,23,57,0,69,1,79,1,villa_fatima_laderas
133,9,8,0,133,1,16,0,villa_fatima_laderas
69,15,66,0,67,0,81,2,villa_fatima_laderas
136,5,9,0,136,1,13,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,12,2,0,134,0,14,2,villa_fatima_laderas
137,12,1,0,137,3,10,0,villa_fatima_laderas
135,6,9,0,135,0,15,0,villa_fatima_laderas
135,7,8,0,135,1,14,0,villa_fatima_laderas
134,13,3,0,133,0,16,1,villa_fatima_laderas
134,5,11,0,134,0,16,0,villa_fatima_laderas
135,13,2,0,134,4,11,1,villa_fatima_laderas
135,12,3,0,135,2,13,0,villa_fatima_laderas
132,5,13,0,132,0,18,0,villa_fatima_laderas
132,14,4,0,132,1,17,0,villa_fatima_laderas
133,14,3,0,133,0,17,0,villa_fatima_laderas
104,24,22,0,101,0,46,3,villa_fatima_laderas
136,6,8,0,136,0,14,0,villa_fatima_laderas
134,4,12,0,133,0,16,1,villa_fatima_laderas
136,13,1,0,136,2,12,0,villa_fatima_laderas
139,6,5,0,139,1,10,0,villa_fatima_laderas
118,24,8,0,117,6,26,1,villa_fatima_laderas
136,4,10,0,136,1,13,0,villa_fatima_laderas
81,22,47,0,79,0,69,2,villa_fatima_laderas
134,14,2,0,134,1,15,0,villa_fatima_laderas
129,7,14,0,129,2,19,0,villa_fatima_laderas
132,4,14,0,131,0,18,1,villa_fatima_laderas
85,29,36,0,85,3,62,0,villa_fatima_laderas
135,14,1,0,134,1,14,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,13,1,0,136,1,13,0,villa_1_mayo
105,14,31,0,103,2,43,2,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
50,20,80,0,47,2,98,3,villa_1_mayo
134,16,0,0,131,1,15,3,villa_1_mayo
119,11,20,0,114,1,30,5,villa_1_mayo
111,16,22,1,108,2,36,4,villa_1_mayo
126,9,15,0,125,2,22,1,villa_1_mayo
108,12,30,0,107,2,40,1,villa_1_mayo
122,10,18,0,120,0,28,2,villa_1_mayo
115,10,25,0,114,1,34,1,villa_1_mayo
28,75,47,0,21,4,118,7,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
135,13,2,0,133,1,14,2,villa_1_mayo
135,9,6,0,135,0,15,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
123,8,19,0,123,2,25,0,villa_1_mayo
98,16,36,0,93,2,50,5,villa_1_mayo
130,6,14,0,130,1,19,0,villa_1_mayo
118,12,20,0,118,1,31,0,villa_1_mayo
72,21,57,0,66,7,71,6,villa_1_mayo
123,7,20,0,122,2,25,1,villa_1_mayo
126,10,14,0,125,1,23,1,villa_1_mayo
51,17,82,0,51,2,97,0,villa_1_mayo
61,23,66,0,60,2,87,1,villa_1_mayo
82,33,33,2,77,3,63,7,villa_1_mayo
35,20,95,0,34,3,112,1,villa_1_mayo
126,8,16,0,124,0,24,2,villa_1_mayo
90,21,39,0,89,4,56,1,villa_1_mayo
58,20,72,0,55,3,89,3,villa_1_mayo
134,16,0,0,133,3,13,1,villa_1_mayo
121,10,19,0,119,0,29,2,villa_1_mayo
150,0,0,0,146,0,0,4,villa_1_mayo
121,12,17,0,119,1,28,2,villa_1_mayo
27,26,97,0,25,3,120,2,villa_1_mayo
118,12,20,0,116,1,31,2,villa_1_mayo
65,14,71,0,63,1,84,2,villa_1_mayo
133,16,1,0,133,3,14,0,villa_1_mayo
127,6,16,1,124,0,22,4,villa_1_mayo
135,10,5,0,133,1,14,2,villa_1_mayo
67,54,29,0,64,1,82,3,villa_1_mayo
135,12,3,0,132,0,15,3,villa_1_mayo
149,0,0,1,141,0,0,9,villa_1_mayo
28,24,98,0,26,1,121,2,villa_1_mayo
69,22,59,0,64,0,81,5,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
135,10,5,0,135,1,14,0,villa_1_mayo
125,14,11,0,122,4,21,3,villa_1_mayo
134,10,6,0,134,2,14,0,villa_1_mayo
134,13,3,0,133,1,15,1,villa_1_mayo
125,9,16,0,124,1,24,1,villa_1_mayo
91,55,4,0,80,16,43,11,villa_1_mayo
134,12,4,0,131,0,16,3,villa_1_mayo
117,11,22,0,116,2,31,1,villa_1_mayo
132,14,4,0,131,6,12,1,villa_1_mayo
15,41,93,1,14,6,128,2,villa_1_mayo
123,9,18,0,123,1,26,0,villa_1_mayo
136,12,2,0,136,2,12,0,villa_1_mayo
122,10,18,0,120,1,27,2,villa_1_mayo
126,9,15,0,126,2,22,0,villa_1_mayo
136,11,3,0,135,2,12,1,villa_1_mayo
123,8,19,0,123,0,27,0,villa_1_mayo
89,22,39,0,85,0,61,4,villa_1_mayo
150,0,0,0,149,0,0,1,villa_1_mayo
123,9,18,0,122,1,26,1,villa_1_mayo
129,7,14,0,127,0,21,2,villa_1_mayo
96,15,39,0,95,1,53,1,villa_1_mayo
113,7,30,0,111,1,36,2,villa_1_mayo
128,8,14,0,128,1,21,0,villa_1_mayo
107,36,7,0,103,2,41,4,villa_1_mayo
135,8,7,0,135,2,13,0,villa_1_mayo
136,10,4,0,136,4,10,0,villa_1_mayo
127,8,15,0,125,0,23,2,villa_1_mayo
135,10,5,0,135,1,14,0,villa_1_mayo
134,13,3,0,133,1,15,1,villa_1_mayo
125,12,13,0,124,2,23,1,villa_1_mayo
98,35,17,0,97,9,43,1,villa_1_mayo
73,42,35,0,73,3,74,0,villa_1_mayo
127,9,14,0,127,3,20,0,villa_1_mayo
134,11,5,0,133,0,16,1,villa_1_mayo
102,22,26,0,98,2,46,4,villa_1_mayo
47,30,73,0,46,3,100,1,villa_1_mayo
136,10,4,0,135,1,13,1,villa_1_mayo
126,8,16,0,126,1,23,0,villa_1_mayo
128,12,10,0,128,2,20,0,villa_1_mayo
135,11,4,0,135,0,15,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
0,12,138,0,0,3,147,0,villa_1_mayo
128,6,16,0,128,0,22,0,villa_1_mayo
105,26,19,0,104,2,43,1,villa_1_mayo
77,69,2,2,69,7,64,10,villa_1_mayo
35,29,86,0,32,7,108,3,villa_1_mayo
127,4,19,0,125,0,23,2,villa_1_mayo
136,12,2,0,135,1,13,1,villa_1_mayo
94,22,34,0,94,3,53,0,villa_1_mayo
136,10,4,0,133,1,13,3,villa_1_mayo
131,5,14,0,129,0,19,2,villa_1_mayo
136,9,5,0,136,1,13,0,villa_1_mayo
135,11,4,0,135,0,15,0,villa_1_mayo
131,7,12,0,129,0,19,2,villa_1_mayo
124,11,15,0,122,2,24,2,villa_1_mayo
98,36,15,1,96,13,38,3,villa_1_mayo
66,42,42,0,65,8,76,1,villa_1_mayo
127,6,17,0,125,0,23,2,villa_1_mayo
76,54,20,0,68,8,66,8,villa_1_mayo
22,25,103,0,22,1,127,0,villa_1_mayo
134,11,4,1,133,1,14,2,villa_1_mayo
116,15,19,0,113,4,30,3,villa_1_mayo
106,15,29,0,106,3,41,0,villa_1_mayo
84,34,32,0,82,4,62,2,villa_1_mayo
136,9,5,0,136,1,13,0,villa_1_mayo
126,10,14,0,124,1,23,2,villa_1_mayo
83,38,29,0,75,10,57,8,villa_1_mayo
135,11,4,0,132,1,14,3,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
122,11,17,0,122,2,26,0,villa_1_mayo
123,8,19,0,123,3,24,0,villa_1_mayo
123,9,18,0,123,3,24,0,villa_1_mayo
126,9,15,0,124,1,23,2,villa_1_mayo
135,12,3,0,134,3,12,1,villa_1_mayo
126,7,17,0,125,1,23,1,villa_1_mayo
0,22,128,0,0,3,147,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
122,9,19,0,121,0,28,1,villa_1_mayo
135,8,7,0,135,0,15,0,villa_1_mayo
135,12,3,0,135,3,12,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
0,49,101,0,0,5,145,0,villa_1_mayo
126,7,17,0,124,0,24,2,villa_1_mayo
115,8,27,0,115,1,34,0,villa_1_mayo
126,10,14,0,125,2,22,1,villa_1_mayo
0,6,144,0,0,0,150,0,villa_1_mayo
129,7,14,0,128,0,21,1,villa_1_mayo
124,9,17,0,123,1,25,1,villa_1_mayo
135,9,6,0,133,3,12,2,villa_1_mayo
59,28,63,0,56,1,90,3,villa_1_mayo
52,56,41,1,45,5,92,8,villa_1_mayo
125,8,17,0,124,2,23,1,villa_1_mayo
135,13,2,0,134,1,14,1,villa_1_mayo
66,13,71,0,66,1,83,0,villa_1_mayo
136,10,4,0,135,1,13,1,villa_1_mayo
135,9,6,0,135,2,13,0,villa_1_mayo
74,55,21,0,64,20,56,10,villa_1_mayo
124,10,16,0,124,1,25,0,villa_1_mayo
136,13,1,0,134,0,14,2,villa_1_mayo
135,9,6,0,132,1,14,3,villa_1_mayo
135,14,1,0,130,1,14,5,villa_1_mayo
133,15,2,0,133,1,16,0,villa_1_mayo
123,9,18,0,123,1,26,0,villa_1_mayo
134,10,6,0,134,2,14,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
135,14,1,0,134,1,14,1,villa_1_mayo
134,11,4,1,133,0,15,2,villa_1_mayo
119,10,21,0,119,0,31,0,villa_1_mayo
78,29,43,0,77,9,63,1,villa_1_mayo
135,11,4,0,135,0,15,0,villa_1_mayo
135,12,3,0,135,1,14,0,villa_1_mayo
0,36,114,0,0,1,149,0,villa_1_mayo
133,17,0,0,133,3,14,0,villa_1_mayo
32,28,90,0,28,6,112,4,villa_1_mayo
121,10,19,0,119,0,29,2,villa_1_mayo
91,33,26,0,84,6,53,7,villa_1_mayo
127,11,12,0,126,2,21,1,villa_1_mayo
124,12,14,0,124,4,22,0,villa_1_mayo
136,11,3,0,135,0,14,1,villa_1_mayo
118,11,21,0,118,2,30,0,villa_1_mayo
55,21,74,0,51,2,93,4,villa_1_mayo
134,14,2,0,133,1,15,1,villa_1_mayo
123,9,18,0,121,3,24,2,villa_1_mayo
114,15,21,0,113,2,34,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
127,9,14,0,126,1,22,1,villa_1_mayo
135,8,7,0,135,1,14,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
127,8,15,0,127,1,22,0,villa_1_mayo
0,3,147,0,0,0,150,0,villa_1_mayo
107,24,19,0,106,3,40,1,villa_1_mayo
119,12,19,0,116,0,31,3,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
119,12,19,0,119,0,31,0,villa_1_mayo
149,0,0,1,148,0,0,2,villa_1_mayo
135,11,4,0,133,2,13,2,villa_1_mayo
15,26,109,0,15,1,134,0,villa_1_mayo
133,11,6,0,131,2,15,2,villa_1_mayo
124,10,16,0,122,0,26,2,villa_1_mayo
136,9,5,0,135,0,14,1,villa_1_mayo
135,13,2,0,134,2,13,1,villa_1_mayo
136,10,4,0,136,3,11,0,villa_1_mayo
134,14,2,0,134,0,16,0,villa_1_mayo
0,2,148,0,0,1,149,0,villa_1_mayo
108,30,12,0,106,0,42,2,villa_1_mayo
131,8,11,0,130,1,18,1,villa_1_mayo
136,12,2,0,134,2,12,2,villa_1_mayo
134,14,2,0,131,0,16,3,villa_1_mayo
126,7,17,0,126,0,24,0,villa_1_mayo
45,81,24,0,43,15,90,2,villa_1_mayo
0,25,125,0,0,2,148,0,villa_1_mayo
135,12,3,0,134,2,13,1,villa_1_mayo
134,12,4,0,134,3,13,0,villa_1_mayo
121,9,20,0,121,2,27,0,villa_1_mayo
76,62,11,1,75,6,67,2,villa_1_mayo
136,12,2,0,136,1,13,0,villa_1_mayo
135,10,5,0,135,2,13,0,villa_1_mayo
133,14,3,0,133,2,15,0,villa_1_mayo
126,7,17,0,126,2,22,0,villa_1_mayo
134,13,3,0,134,0,16,0,villa_1_mayo
134,9,7,0,133,1,15,1,villa_1_mayo
119,9,22,0,119,2,29,0,villa_1_mayo
71,53,26,0,67,9,70,4,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
111,25,14,0,111,1,38,0,villa_1_mayo
133,11,5,1,133,0,16,1,villa_1_mayo
51,79,19,1,45,18,80,7,villa_1_mayo
126,5,19,0,126,0,24,0,villa_1_mayo
107,31,12,0,107,6,37,0,villa_1_mayo
65,20,65,0,63,3,82,2,villa_1_mayo
113,13,24,0,113,4,33,0,villa_1_mayo
78,44,28,0,78,10,62,0,villa_1_mayo
123,9,18,0,121,1,26,2,villa_1_mayo
90,33,27,0,88,4,56,2,villa_1_mayo
121,13,16,0,120,0,29,1,villa_1_mayo
135,14,1,0,133,0,15,2,villa_1_mayo
115,15,20,0,115,1,34,0,villa_1_mayo
40,24,86,0,36,6,104,4,villa_1_mayo
121,12,17,0,118,1,28,3,villa_1_mayo
20,68,61,1,15,12,117,6,villa_1_mayo
123,11,16,0,122,3,24,1,villa_1_mayo
36,39,73,2,25,7,105,13,villa_1_mayo
0,58,92,0,0,4,146,0,villa_1_mayo
58,29,63,0,57,4,88,1,villa_1_mayo
0,67,83,0,0,5,145,0,villa_1_mayo
129,10,11,0,128,2,19,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
134,14,2,0,134,2,14,0,villa_1_mayo
91,33,26,0,91,3,56,0,villa_1_mayo
40,24,86,0,34,1,109,6,villa_1_mayo
136,10,4,0,133,0,14,3,villa_1_mayo
87,32,30,1,82,8,54,6,villa_1_mayo
129,9,12,0,129,1,20,0,villa_1_mayo
88,41,21,0,88,1,61,0,villa_1_mayo
136,14,0,0,135,2,12,1,villa_1_mayo
135,13,2,0,134,1,14,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
121,10,19,0,119,0,29,2,villa_1_mayo
113,35,1,1,97,11,25,17,villa_1_mayo
113,15,22,0,110,3,34,3,villa_1_mayo
133,12,5,0,132,0,17,1,villa_1_mayo
124,9,17,0,123,3,23,1,villa_1_mayo
85,38,27,0,83,6,59,2,villa_1_mayo
87,28,35,0,84,2,61,3,villa_1_mayo
38,47,65,0,32,5,107,6,villa_1_mayo
126,8,16,0,126,3,21,0,villa_1_mayo
0,58,92,0,0,3,147,0,villa_1_mayo
123,10,17,0,121,0,27,2,villa_1_mayo
82,21,47,0,74,6,62,8,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
66,42,42,0,64,8,76,2,villa_1_mayo
135,9,6,0,135,2,13,0,villa_1_mayo
118,12,20,0,118,1,31,0,villa_1_mayo
137,9,4,0,137,3,10,0,villa_1_mayo
0,25,125,0,0,1,149,0,villa_1_mayo
123,10,17,0,123,2,25,0,villa_1_mayo
121,14,15,0,119,2,27,2,villa_1_mayo
129,7,13,1,129,2,18,1,villa_1_mayo
124,11,15,0,121,5,21,3,villa_1_mayo
73,38,39,0,69,5,72,4,villa_1_mayo
67,25,58,0,67,2,81,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
134,12,4,0,133,2,14,1,villa_1_mayo
98,22,30,0,94,3,49,4,villa_1_mayo
134,12,4,0,134,1,15,0,villa_1_mayo
130,6,14,0,128,0,20,2,villa_1_mayo
135,12,3,0,133,1,14,2,villa_1_mayo
40,62,48,0,33,14,96,7,villa_1_mayo
77,49,24,0,76,8,65,1,villa_1_mayo
127,11,12,0,126,2,21,1,villa_1_mayo
117,10,23,0,114,1,32,3,villa_1_mayo
63,44,43,0,62,4,83,1,villa_1_mayo
39,48,63,0,36,9,102,3,villa_1_mayo
130,6,14,0,130,1,19,0,villa_1_mayo
125,10,15,0,125,2,23,0,villa_1_mayo
119,8,23,0,118,0,31,1,villa_1_mayo
120,10,20,0,118,0,30,2,villa_1_mayo
103,23,24,0,101,1,46,2,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
119,9,22,0,116,0,31,3,villa_1_mayo
136,11,3,0,135,1,13,1,villa_1_mayo
131,9,10,0,131,2,17,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
134,15,1,0,132,3,13,2,villa_1_mayo
127,7,16,0,126,0,23,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
135,11,4,0,135,3,12,0,villa_1_mayo
125,5,20,0,123,2,23,2,villa_1_mayo
125,8,17,0,125,0,25,0,villa_1_mayo
113,26,11,0,112,1,36,1,villa_1_mayo
134,15,1,0,134,1,15,0,villa_1_mayo
106,26,18,0,105,2,42,1,villa_1_mayo
132,10,8,0,131,0,18,1,villa_1_mayo
127,11,12,0,127,0,23,0,villa_1_mayo
125,7,18,0,124,0,25,1,villa_1_mayo
130,7,13,0,128,0,20,2,villa_1_mayo
136,10,4,0,136,0,14,0,villa_1_mayo
135,14,1,0,135,1,14,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
136,10,4,0,135,0,14,1,villa_1_mayo
135,13,2,0,135,2,13,0,villa_1_mayo
20,27,103,0,19,4,126,1,villa_1_mayo
125,10,14,1,125,2,22,1,villa_1_mayo
65,58,27,0,61,4,81,4,villa_1_mayo
135,10,5,0,133,2,13,2,villa_1_mayo
82,43,25,0,76,6,62,6,villa_1_mayo
89,21,40,0,86,1,60,3,villa_1_mayo
30,26,94,0,29,3,117,1,villa_1_mayo
127,7,16,0,127,0,23,0,villa_1_mayo
135,12,3,0,135,0,15,0,villa_1_mayo
60,25,65,0,50,2,88,10,villa_1_mayo
135,11,4,0,134,0,15,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
115,24,11,0,114,1,34,1,villa_1_mayo
115,20,15,0,115,6,29,0,villa_1_mayo
80,19,51,0,79,4,66,1,villa_1_mayo
109,15,26,0,107,5,36,2,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
60,77,13,0,52,9,81,8,villa_1_mayo
40,29,81,0,39,4,106,1,villa_1_mayo
135,13,2,0,134,2,13,1,villa_1_mayo
136,6,8,0,135,0,14,1,villa_1_mayo
107,26,17,0,107,2,41,0,villa_1_mayo
124,14,12,0,122,4,22,2,villa_1_mayo
56,29,65,0,54,3,91,2,villa_1_mayo
135,13,2,0,133,1,14,2,villa_1_mayo
135,11,4,0,134,4,11,1,villa_1_mayo
115,18,17,0,112,3,32,3,villa_1_mayo
132,11,7,0,131,2,16,1,villa_1_mayo
89,48,13,0,85,2,59,4,villa_1_mayo
128,9,13,0,127,1,21,1,villa_1_mayo
119,15,16,0,115,3,28,4,villa_1_mayo
122,7,21,0,121,0,28,1,villa_1_mayo
134,15,1,0,132,0,16,2,villa_1_mayo
135,11,4,0,133,0,15,2,villa_1_mayo
80,19,51,0,78,1,69,2,villa_1_mayo
116,10,24,0,116,1,33,0,villa_1_mayo
119,8,23,0,119,2,29,0,villa_1_mayo
0,102,48,0,0,8,142,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
119,12,19,0,116,1,30,3,villa_1_mayo
126,7,17,0,126,1,23,0,villa_1_mayo
134,13,3,0,133,1,15,1,villa_1_mayo
118,15,17,0,117,3,29,1,villa_1_mayo
64,35,51,0,64,1,85,0,villa_1_mayo
126,9,15,0,126,0,24,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
134,13,3,0,133,2,14,1,villa_1_mayo
58,26,66,0,54,1,91,4,villa_1_mayo
83,34,33,0,78,3,64,5,villa_1_mayo
139,11,0,0,138,2,9,1,villa_1_mayo
80,38,32,0,78,2,68,2,villa_1_mayo
5,31,114,0,5,5,140,0,villa_1_mayo
100,33,17,0,94,7,43,6,villa_1_mayo
124,10,16,0,124,1,25,0,villa_1_mayo
128,11,11,0,128,0,22,0,villa_1_mayo
127,6,17,0,125,0,23,2,villa_1_mayo
134,12,4,0,132,0,16,2,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
134,15,1,0,133,4,12,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
135,10,5,0,134,0,15,1,villa_1_mayo
40,26,84,0,37,3,107,3,villa_1_mayo
136,12,2,0,135,2,12,1,villa_1_mayo
135,11,4,0,135,2,13,0,villa_1_mayo
83,48,19,0,74,7,60,9,villa_1_mayo
122,10,18,0,122,1,27,0,villa_1_mayo
127,7,16,0,127,0,23,0,villa_1_mayo
124,10,16,0,124,5,21,0,villa_1_mayo
125,9,16,0,124,1,24,1,villa_1_mayo
10,39,101,0,8,2,138,2,villa_1_mayo
135,13,2,0,133,1,14,2,villa_1_mayo
49,32,69,0,49,3,98,0,villa_1_mayo
114,10,26,0,114,2,34,0,villa_1_mayo
92,47,9,2,91,4,52,3,villa_1_mayo
134,14,2,0,133,2,14,1,villa_1_mayo
150,0,0,0,148,0,0,2,villa_1_mayo
102,25,23,0,102,6,42,0,villa_1_mayo
101,25,24,0,100,3,46,1,villa_1_mayo
17,35,97,1,14,4,128,4,villa_1_mayo
124,9,17,0,122,0,26,2,villa_1_mayo
136,10,4,0,135,1,13,1,villa_1_mayo
113,11,26,0,112,0,37,1,villa_1_mayo
120,10,19,1,119,2,27,2,villa_1_mayo
135,8,7,0,132,0,15,3,villa_1_mayo
134,4,12,0,132,0,16,2,villa_1_mayo
136,10,4,0,136,2,12,0,villa_1_mayo
56,17,77,0,56,1,93,0,villa_1_mayo
120,11,19,0,119,0,30,1,villa_1_mayo
133,15,2,0,132,1,16,1,villa_1_mayo
93,19,38,0,93,5,52,0,villa_1_mayo
135,11,4,0,135,3,12,0,villa_1_mayo
94,27,28,1,92,6,49,3,villa_1_mayo
135,11,4,0,135,2,13,0,villa_1_mayo
135,9,6,0,135,1,14,0,villa_1_mayo
124,9,17,0,124,2,24,0,villa_1_mayo
129,5,16,0,127,0,21,2,villa_1_mayo
133,12,5,0,133,4,13,0,villa_1_mayo
133,6,11,0,130,0,17,3,villa_1_mayo
77,34,36,3,76,3,67,4,villa_1_mayo
117,10,23,0,117,3,30,0,villa_1_mayo
118,8,24,0,118,1,31,0,villa_1_mayo
134,14,2,0,134,1,15,0,villa_1_mayo
33,42,75,0,28,4,113,5,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
120,8,22,0,120,0,30,0,villa_1_mayo
122,15,13,0,119,2,26,3,villa_1_mayo
135,14,1,0,135,1,14,0,villa_1_mayo
128,7,15,0,126,0,22,2,villa_1_mayo
123,7,20,0,123,0,27,0,villa_1_mayo
127,8,15,0,125,0,23,2,villa_1_mayo
24,43,83,0,23,7,119,1,villa_1_mayo
113,29,8,0,109,3,34,4,villa_1_mayo
71,13,66,0,68,1,78,3,villa_1_mayo
128,6,16,0,125,1,21,3,villa_1_mayo
135,10,5,0,133,0,15,2,villa_1_mayo
136,12,2,0,134,3,11,2,villa_1_mayo
150,0,0,0,142,0,0,8,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
120,11,19,0,118,0,30,2,villa_1_mayo
52,31,67,0,50,5,93,2,villa_1_mayo
136,8,6,0,136,2,12,0,villa_1_mayo
44,17,89,0,39,0,106,5,villa_1_mayo
129,10,11,0,129,4,17,0,villa_1_mayo
57,27,66,0,55,8,85,2,villa_1_mayo
134,16,0,0,134,1,15,0,villa_1_mayo
13,35,102,0,13,7,130,0,villa_1_mayo
150,0,0,0,148,0,0,2,villa_1_mayo
128,7,15,0,127,2,20,1,villa_1_mayo
135,7,8,0,134,1,14,1,villa_1_mayo
135,12,3,0,134,0,15,1,villa_1_mayo
136,11,3,0,134,0,14,2,villa_1_mayo
59,47,44,0,57,5,86,2,villa_1_mayo
12,12,126,0,12,1,137,0,villa_1_mayo
136,12,2,0,136,3,11,0,villa_1_mayo
136,11,3,0,136,2,12,0,villa_1_mayo
50,21,79,0,49,1,99,1,villa_1_mayo
135,13,2,0,135,2,13,0,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
94,23,33,0,93,3,53,1,villa_1_mayo
106,24,20,0,104,3,41,2,villa_1_mayo
35,35,79,1,33,4,110,3,villa_1_mayo
126,7,17,0,126,0,24,0,villa_1_mayo
135,11,4,0,134,1,14,1,villa_1_mayo
132,5,13,0,131,0,18,1,villa_1_mayo
134,10,6,0,133,0,16,1,villa_1_mayo
150,0,0,0,150,0,0,0,villa_1_mayo
30,40,80,0,28,13,107,2,villa_1_mayo
124,10,16,0,122,1,25,2,villa_1_mayo
128,7,15,0,128,1,21,0,villa_1_mayo
12,22,116,0,8,3,135,4,villa_1_mayo
135,11,4,0,135,3,12,0,villa_1_mayo
29,57,64,0,24,6,115,5,villa_1_mayo
136,12,2,0,135,0,14,1,villa_1_mayo
125,9,16,0,125,1,24,0,villa_1_mayo
115,16,19,0,115,3,32,0,villa_1_mayo
121,7,22,0,120,0,29,1,villa_1_mayo
124,10,15,1,124,2,23,1,villa_1_mayo
33,93,24,0,30,3,114,3,villa_1_mayo
125,6,19,0,124,2,23,1,villa_1_mayo
124,10,16,0,123,0,26,1,villa_1_mayo
26,21,103,0,26,5,119,0,villa_1_mayo
119,15,16,0,117,1,30,2,villa_1_mayo
131,19,0,0,131,0,19,0,villa_1_mayo
131,7,12,0,131,1,18,0,villa_1_mayo
97,31,22,0,97,2,51,0,villa_1_mayo
43,51,56,0,39,5,102,4,villa_1_mayo
135,11,4,0,135,1,14,0,villa_1_mayo
127,7,16,0,126,0,23,1,villa_1_mayo
127,7,16,0,127,2,21,0,villa_1_mayo
125,12,12,1,124,1,23,2,villa_1_mayo
130,7,13,0,128,1,19,2,villa_1_mayo
84,27,39,0,79,1,65,5,villa_1_mayo
67,26,57,0,63,1,82,4,villa_1_mayo
136,11,3,0,136,2,12,0,villa_1_mayo
0,7,143,0,0,0,150,0,villa_1_mayo
117,13,20,0,116,1,32,1,villa_1_mayo
0,21,129,0,0,1,149,0,villa_1_mayo
120,9,21,0,119,1,29,1,villa_1_mayo
60,41,48,1,53,3,86,8,villa_1_mayo
127,5,18,0,125,0,23,2,villa_1_mayo
121,11,18,0,121,3,26,0,villa_1_mayo
133,10,7,0,133,2,15,0,villa_1_mayo
135,11,4,0,135,2,13,0,villa_1_mayo
26,44,80,0,26,3,121,0,villa_1_mayo
123,8,18,1,121,0,26,3,villa_1_mayo
123,10,17,0,123,2,25,0,villa_1_mayo
40,38,72,0,39,4,106,1,villa_1_mayo
2,94,54,0,2,12,136,0,villa_1_mayo
134,11,5,0,133,0,16,1,villa_1_mayo
134,10,6,0,133,1,15,1,villa_1_mayo
148,0,0,2,142,0,0,8,villa_1_mayo
66,56,28,0,62,8,76,4,villa_1_mayo
127,9,14,0,127,2,21,0,villa_1_mayo
36,20,94,0,30,2,112,6,villa_1_mayo
124,12,14,0,123,3,23,1,villa_1_mayo
126,9,15,0,125,1,23,1,villa_1_mayo
125,8,17,0,125,1,24,0,villa_1_mayo
